Date,Stock A,Stock B,Market Cap A,Market Cap B,Month,Stock A % Change,Stock B % Change
2010-01-01,93.74778,48.10322425,66693.47575484539,37316.92999606471,2010-01,,
2010-01-04,94.14468,49.51441371599999,66975.83594009028,38411.68527151604,2010-01,0.42337002540218105,2.9336691833084183
2010-01-05,93.555,49.61259169,66556.32937915501,38487.84857740741,2010-01,-0.6263550951577823,0.19828160455079846
2010-01-06,94.88178,49.61259169,67500.2191412594,38487.84857740741,2010-01,1.4181818181818073,0.0
2010-01-07,94.94982,50.56973864,67548.62374444422,39230.372312271116,2010-01,0.0717102904266742,1.9292419875596156
2010-01-08,95.61888,51.686419964,68024.6023424285,40096.657669340944,2010-01,0.7046458855846094,2.208200702695984
2010-01-11,95.23332,52.33680296,67750.30959104773,40601.203822135736,2010-01,-0.40322580645161255,1.2583247136346287
2010-01-12,95.3127,51.747776364,67806.78162809671,40144.25598565568,2010-01,0.0833531793284159,-1.125453911371277
2010-01-13,95.00652,51.93185072,67588.96091376492,40287.05493445843,2010-01,-0.3212373587150652,0.3557145232776726
2010-01-14,94.689,52.238624986,67363.072765569,40525.04051624437,2010-01,-0.33420864168058895,0.5907246935104027
2010-01-15,94.54158,52.312253955,67258.19612533519,40582.1594957867,2010-01,-0.1556886227544907,0.1409473718340326
2010-01-18,94.54158,52.312253955,67258.19612533519,40582.1594957867,2010-01,0.0,0.0
2010-01-19,96.52608,52.582220826,68669.99705155968,40791.59108760694,2010-01,2.099076406381184,0.5160681304847259
2010-01-20,96.07247999999998,51.980931973,68347.29969699407,40325.13058761634,2010-01,-0.46992481203008696,-1.1435212198239508
2010-01-21,93.7818,49.9807172,66717.67805643781,38773.42847564958,2010-01,-2.3843248347497403,-3.8479778970468392
2010-01-22,92.39832,48.93767129,65733.45112501273,37964.26709794522,2010-01,-1.475211608222493,-2.0868966442122328
2010-01-25,92.79522,49.354887076,66015.81131025763,38287.92964909771,2010-01,0.42955326460480947,0.8525452376505926
